number,cop.lake,cop.isol.date,worm.fam,worm.lake,worm.expo.date,plate,well.numb,date.dissected,infected.yes.no,cop.sex,numb.worm,note,,,,,,,,,,,,,,,
922,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
923,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,n,f,0,,,,,,,,,,,,,,,,
924,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,2,,,,,,,,,,,,,,,,
925,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
926,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,2,,,,,,,,,,,,,,,,
927,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
928,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,4,,,,,,,,,,,,,,,,
929,ech,10/15/18,boo2ax2c,boo,10/18/18,p42,1,11/8/18,y,f,1,,,,,,,,,,,,,,,,
930,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
931,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
932,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
933,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
934,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
935,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
936,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
937,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
938,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
939,lau,10/9/18,boo11bx1a,boo,10/18/18,p42,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
940,boo,10/4/18,echbulk,ech,10/18/18,p50,3,11/8/18,y,f,2,,,,,,,,,,,,,,,,
941,boo,10/4/18,echbulk,ech,10/18/18,p50,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
942,boo,10/4/18,echbulk,ech,10/18/18,p50,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
943,boo,10/4/18,echbulk,ech,10/18/18,p50,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
944,boo,10/4/18,echbulk,ech,10/18/18,p50,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
945,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
946,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
947,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
948,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
949,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
950,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
951,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
952,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
953,lau,10/11/18,ech27ax31a,ech,10/18/18,p10,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
954,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,2,,,,,,,,,,,,,,,,
955,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
956,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,1,,,,,,,,,,,,,,,,
957,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,0,,,,,,,,,,,,,,,,
958,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
959,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
960,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,1,,,,,,,,,,,,,,,,
961,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,1,,,,,,,,,,,,,,,,
962,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
963,ech,10/14/18,g10ax12a,gos,10/18/18,p10,4,11/8/18,y,f,3,,,,,,,,,,,,,,,,
964,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
965,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
966,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,y,m,1,,,,,,,,,,,,,,,,
967,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,y,m,1,,,,,,,,,,,,,,,,
968,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,y,m,1,,,,,,,,,,,,,,,,
969,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
970,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,y,m,1,,,,,,,,,,,,,,,,
971,lau,10/18/18,boo11bx1a,boo,10/18/18,p21,4,11/8/18,n,f,0,,,,,,,,,,,,,,,,
972,ech,10/15/18,boo2ax2c,boo,10/18/18,p13,2,11/8/18,y,f,1,,,,,,,,,,,,,,,,
973,ech,10/15/18,boo2ax2c,boo,10/18/18,p13,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
974,ech,10/15/18,boo2ax2c,boo,10/18/18,p13,2,11/8/18,n,f,0,,,,,,,,,,,,,,,,
975,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
976,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
977,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
978,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
979,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
980,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
981,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
982,lau,10/11/18,boo11bx1a,boo,10/18/18,p13,5,11/8/18,n,f,0,,,,,,,,,,,,,,,,
983,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
984,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
985,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
986,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,m,0,,,,,,,,,,,,,,,,
987,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
988,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
989,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
990,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
991,lau,10/9/18,ech27ax31a,ech,10/18/18,p49,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
992,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
993,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,y,f,1,,,,,,,,,,,,,,,,
994,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
995,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
996,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,y,f,2,,,,,,,,,,,,,,,,
997,gos,10/14/18,g10ax12a,gos,10/18/18,p18,3,11/8/18,n,f,0,,,,,,,,,,,,,,,,
998,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
999,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
1000,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,y,m,1,,,,,,,,,,,,,,,,
1001,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
1002,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,y,f,1,,,,,,,,,,,,,,,,
1003,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
1004,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
1005,lau,10/9/18,ech3ax1a,ech,10/18/18,p18,6,11/8/18,n,f,0,,,,,,,,,,,,,,,,
1006,rob,10/5/18,boo2ax2c,boo,10/19/18,p18,2,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1007,rob,10/5/18,boo2ax2c,boo,10/19/18,p18,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1008,boo,10/4/18,ech3ax1a,ech,10/19/18,p18,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1009,boo,10/4/18,ech3ax1a,ech,10/19/18,p18,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1010,boo,10/4/18,ech3ax1a,ech,10/19/18,p18,5,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1011,boo,10/4/18,ech3ax1a,ech,10/19/18,p18,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1012,rob,10/8/18,ech3ax1a,ech,10/19/18,p13,4,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1013,rob,10/8/18,ech3ax1a,ech,10/19/18,p13,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1014,boo,10/4/18,ech27ax31a,ech,10/19/18,p13,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1015,boo,10/4/18,ech27ax31a,ech,10/19/18,p13,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1016,boo,10/4/18,ech27ax31a,ech,10/19/18,p13,6,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1017,boo,10/4/18,ech27ax31a,ech,10/19/18,p13,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1018,boo,10/4/18,ech27ax31a,ech,10/19/18,p13,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1019,boo,10/4/18,echbulk,ech,10/19/18,p30,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1020,boo,10/4/18,echbulk,ech,10/19/18,p30,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1021,boo,10/4/18,echbulk,ech,10/19/18,p30,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1022,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1023,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1024,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1025,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1026,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1027,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1028,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1029,lau,10/9/18,g10ax12a,gos,10/19/18,p30,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1030,rob,10/5/18,g7ax1a,gos,10/19/18,p30,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1031,rob,10/5/18,g7ax1a,gos,10/19/18,p30,6,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1032,rob,10/5/18,g7ax1a,gos,10/19/18,p30,6,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1033,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1034,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1035,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1036,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1037,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1038,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1039,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1040,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1041,lau,10/12/18,g10ax12a,gos,10/19/18,p3,1,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1042,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1043,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1044,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1045,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1046,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1047,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1048,boo,10/4/18,echbulk,ech,10/19/18,p3,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1049,boo,10/4/18,ech27ax31a,ech,10/19/18,p24,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1050,boo,10/4/18,ech27ax31a,ech,10/19/18,p24,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1051,boo,10/4/18,ech27ax31a,ech,10/19/18,p24,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1052,boo,10/4/18,ech27ax31a,ech,10/19/18,p24,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1053,boo,10/4/18,ech27ax31a,ech,10/19/18,p24,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1054,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1055,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1056,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1057,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1058,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1059,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1060,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1061,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1062,lau,10/11/18,g10ax12a,gos,10/19/18,p39,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1063,boo,10/4/18,echbulk,ech,10/19/18,p39,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1064,boo,10/4/18,echbulk,ech,10/19/18,p39,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1065,boo,10/4/18,echbulk,ech,10/19/18,p39,3,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1066,boo,10/4/18,echbulk,ech,10/19/18,p39,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1067,rob,10/5/18,g7ax1a,gos,10/19/18,p39,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1068,rob,10/5/18,g7ax1a,gos,10/19/18,p39,5,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1069,rob,10/5/18,g7ax1a,gos,10/19/18,p39,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1070,rob,10/5/18,g7ax1a,gos,10/19/18,p39,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1071,boo,10/4/18,g7ax1a,gos,10/19/18,p49,2,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1072,boo,10/4/18,g7ax1a,gos,10/19/18,p49,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1073,boo,10/4/18,g7ax1a,gos,10/19/18,p49,2,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1074,boo,10/4/18,g7ax1a,gos,10/19/18,p49,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1075,boo,10/4/18,g7ax1a,gos,10/19/18,p49,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1076,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1077,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1078,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1079,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1080,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1081,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,y,f,3,,,,,,,,,,,,,,,,
1082,ech,10/15/18,g10ax12a,gos,10/19/18,p49,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1083,rob,10/5/18,ech27ax31a,ech,10/19/18,p49,6,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1084,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1085,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1086,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1087,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1088,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1089,rob,10/6/18,boo2ax2c,boo,10/19/18,p17,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1090,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1091,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1092,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1093,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1094,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1095,boo,10/4/18,ech3ax1a,ech,10/19/18,p17,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1096,rob,10/6/18,ech3ax1a,ech,10/19/18,p32,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1097,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1098,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1099,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1100,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1101,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1102,boo,10/4/18,ech27ax31a,ech,10/19/18,p32,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1103,boo,10/4/18,boo2ax2c,boo,10/19/18,p41,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1104,boo,10/4/18,boo2ax2c,boo,10/19/18,p41,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1105,rob,10/6/18,boobulk,boo,10/19/18,p41,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1106,rob,10/6/18,boobulk,boo,10/19/18,p41,5,11/9/18,y,m,2,,,,,,,,,,,,,,,,
1107,rob,10/6/18,boobulk,boo,10/19/18,p41,5,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1108,rob,10/5/18,g7ax1a,gos,10/19/18,p50,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1109,rob,10/5/18,g7ax1a,gos,10/19/18,p50,1,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1110,rob,10/5/18,g7ax1a,gos,10/19/18,p50,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1111,rob,10/5/18,g7ax1a,gos,10/19/18,p50,1,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1112,lau,10/9/18,g10ax12a,gos,10/19/18,p50,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1113,lau,10/9/18,g10ax12a,gos,10/19/18,p50,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1114,lau,10/9/18,g10ax12a,gos,10/19/18,p50,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1115,lau,10/9/18,g10ax12a,gos,10/19/18,p50,4,11/9/18,y,m,1,,,,,,,,,,,,,,,,
1116,lau,10/9/18,g10ax12a,gos,10/19/18,p50,4,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1117,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1118,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1119,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1120,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1121,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,n,m,0,,,,,,,,,,,,,,,,
1122,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1123,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1124,ech,10/15/18,g10ax12a,gos,10/19/18,p50,6,11/9/18,y,f,2,,,,,,,,,,,,,,,,
1125,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1126,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1127,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1128,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1129,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1130,boo,10/4/18,echbulk,ech,10/19/18,p12,5,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1131,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1132,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1133,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1134,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1135,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1136,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1137,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,y,f,1,,,,,,,,,,,,,,,,
1138,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1139,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1140,lau,10/11/18,g10ax12a,gos,10/19/18,p12,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1141,rob,10/6/18,boobulk,boo,10/19/18,p21,1,11/9/18,y,f,0,,,,,,,,,,,,,,,,
1142,boo,10/4/18,boo2ax2c,boo,10/19/18,p21,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1143,boo,10/4/18,boo2ax2c,boo,10/19/18,p21,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1144,boo,10/4/18,boo2ax2c,boo,10/19/18,p21,2,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1145,rob,10/6/18,boobulk,boo,10/19/18,p28,3,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1146,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1147,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1148,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
1149,boo,10/4/18,boo2ax2c,boo,10/19/18,p28,6,11/9/18,n,f,0,,,,,,,,,,,,,,,,
