number,cop.lake,cop.isol.date,worm.fam,worm.lake,worm.expo.date,plate,well.numb,date.dissected,infected.yes.no,cop.sex,numb.worm,note,,,,,,,,,,,,,,,
460,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
461,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
462,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
463,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,y,f,3,,,,,,,,,,,,,,,,
464,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
465,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
466,gos,10/14/18,boo11bx1a,boo,10/17/18,p39,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
467,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
468,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
469,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,4,,,,,,,,,,,,,,,,
470,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
471,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
472,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
473,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
474,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,n,m,0,,,,,,,,,,,,,,,,
475,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
476,gos,10/15/18,ech3ax1a,ech,10/17/18,p13,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
477,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
478,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
479,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
480,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
481,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
482,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
483,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
484,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
485,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
486,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
487,ech,10/14/18,boobulk,boo,10/17/18,p37,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
488,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
489,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
490,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
491,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
492,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,4,,,,,,,,,,,,,,,,
493,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
494,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
495,gos,10/14/18,boo11bx1a,boo,10/17/18,p37,3,11/06/18,y,f,2,,,,,,,,,,,,,,,,
496,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,y,f,4,,,,,,,,,,,,,,,,
497,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,y,f,5,,,,,,,,,,,,,,,,
498,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
499,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
500,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
501,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
502,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
503,gos,10/15/18,boobulk,boo,10/17/18,p11,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
504,lau,10/12/18,g7ax1a,gos,10/17/18,p11,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
505,lau,10/12/18,g7ax1a,gos,10/17/18,p11,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
506,lau,10/12/18,g7ax1a,gos,10/17/18,p11,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
507,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
508,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,4,,,,,,,,,,,,,,,,
509,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
510,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
511,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
512,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
513,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
514,ech,10/14/18,echbulk,ech,10/17/18,p32,2,11/06/18,n,m,0,,,,,,,,,,,,,,,,
515,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
516,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
517,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
518,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
519,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
520,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
521,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
522,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
523,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
524,gos,10/14/18,ech27ax31a,ech,10/17/18,p32,5,11/06/18,n,m,0,,,,,,,,,,,,,,,,
525,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,y,f,1,,,,,,,,,,,,,,,,
526,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
527,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,y,f,1,,,,,,,,,,,,,,,,
528,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,y,f,1,,,,,,,,,,,,,,,,
529,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,y,f,1,,,,,,,,,,,,,,,,
530,gos,10/14/18,ech27ax31a,ech,10/17/18,p49,4,11/06/18,y,f,1,,,,,,,,,,,,,,,,
531,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
532,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
533,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
534,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,4,,,,,,,,,,,,,,,,
535,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
536,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
537,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
538,ech,10/15/18,boobulk,boo,10/17/18,p12,1,11/06/18,y,f,1,,,,,,,,,,,,,,,,
539,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,y,f,4,,,,,,,,,,,,,,,,
540,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
541,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
542,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
543,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
544,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
545,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
546,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
547,gos,10/15/18,ech3ax1a,ech,10/17/18,p12,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
548,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,y,m,2,,,,,,,,,,,,,,,,
549,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,y,m,2,,,,,,,,,,,,,,,,
550,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
551,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
552,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
553,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,y,f,3,,,,,,,,,,,,,,,,
554,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,y,f,2,,,,,,,,,,,,,,,,
555,gos,10/15/18,boo11bx1a,boo,10/17/18,p30,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
556,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
557,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
558,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
559,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
560,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
561,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
562,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,y,f,4,,,,,,,,,,,,,,,,
563,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
564,ech,10/15/18,echbulk,ech,10/17/18,p30,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
565,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
566,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
567,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
568,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
569,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
570,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
571,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,m,0,,,,,,,,,,,,,,,,
572,lau,10/9/18,g7ax1a,gos,10/17/18,p34,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
573,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
574,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,m,1,,,,,,,,,,,,,,,,
575,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
576,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
577,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,m,1,,,,,,,,,,,,,,,,
578,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
579,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,f,3,,,,,,,,,,,,,,,,
580,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,n,f,0,,,,,,,,,,,,,,,,
581,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
582,ech,10/14/18,ech27ax31a,ech,10/17/18,p34,3,11/06/18,y,f,1,,,,,,,,,,,,,,,,
583,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
584,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
585,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
586,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
587,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
588,gos,10/14/18,boobulk,boo,10/17/18,p34,6,11/06/18,y,f,3,,,,,,,,,,,,,,,,
589,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
590,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
591,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
592,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
593,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,5,,,,,,,,,,,,,,,,
594,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
595,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
596,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
597,gos,10/15/18,ech27ax31a,ech,10/17/18,p21,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
598,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
599,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
600,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
601,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
602,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
603,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
604,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
605,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
606,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
607,ech,10/15/18,boo2ax2c,boo,10/17/18,p21,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
608,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,0,,,,,,,,,,,,,,,,
609,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,3,,,,,,,,,,,,,,,,
610,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
611,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
612,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
613,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
614,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,n,f,0,,,,,,,,,,,,,,,,
615,ech,10/14/15,boobulk,boo,10/17/18,p28,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
616,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
617,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
618,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,m,1,,,,,,,,,,,,,,,,
619,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,n,f,1,,,,,,,,,,,,,,,,
620,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,f,3,,,,,,,,,,,,,,,,
621,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
622,gos,10/14/18,ech27ax31a,ech,10/17/18,p28,5,11/06/18,y,f,3,,,,,,,,,,,,,,,,
623,gos,10/12/18,boo2ax2c,boo,10/17/18,p25,1,11/06/18,y,f,0,,,,,,,,,,,,,,,,
624,gos,10/12/18,boo2ax2c,boo,10/17/18,p25,1,11/06/18,y,f,0,,,,,,,,,,,,,,,,
625,gos,10/12/18,boo2ax2c,boo,10/17/18,p25,1,11/06/18,y,f,0,,,,,,,,,,,,,,,,
626,gos,10/12/18,boo2ax2c,boo,10/17/18,p25,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
627,gos,10/12/18,boo2ax2c,boo,10/17/18,p25,1,11/06/18,n,f,0,,,,,,,,,,,,,,,,
628,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
629,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
630,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
631,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
632,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
633,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
634,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
635,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
636,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
637,lau,10/9/18,echbulk,ech,10/17/18,p25,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
638,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
639,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
640,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
641,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,3,,,,,,,,,,,,,,,,
642,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
643,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,4,,,,,,,,,,,,,,,,
644,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,n,f,0,,,,,,,,,,,,,,,,
645,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,2,,,,,,,,,,,,,,,,
646,ech,10/15/18,boo11bx1a,boo,10/17/18,p25,5,11/06/18,y,f,1,,,,,,,,,,,,,,,,
647,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
648,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,2,,,,,,,,,,,,,,,,
649,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
650,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,4,,,,,,,,,,,,,,,,
651,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
652,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,1,,,,,,,,,,,,,,,,
653,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,3,,,,,,,,,,,,,,,,
654,gos,10/15/18,boobulk,boo,10/17/18,p41,2,11/06/18,y,f,5,,,,,,,,,,,,,,,,
655,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
656,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
657,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
658,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
659,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
660,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
661,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
662,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
663,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
664,lau,10/11/18,g7ax1a,gos,10/17/18,p41,4,11/06/18,n,f,0,,,,,,,,,,,,,,,,
665,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
666,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,n,f,1,,,,,,,,,,,,,,,,
667,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,y,f,1,,,,,,,,,,,,,,,,
668,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
669,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,y,f,2,,,,,,,,,,,,,,,,
670,ech,10/15/18,ech27ax31a,ech,10/17/18,p41,6,11/06/18,n,f,0,,,,,,,,,,,,,,,,
671,gos,10/15/18,boobulk,boo,10/17/18,p35,1,11/07/18,y,f,3,,,,,,,,,,,,,,,,
672,gos,10/15/18,boobulk,boo,10/17/18,p35,1,11/07/18,y,f,3,,,,,,,,,,,,,,,,
673,gos,10/15/18,boobulk,boo,10/17/18,p35,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
674,gos,10/15/18,boobulk,boo,10/17/18,p35,1,11/07/18,n,f,0,,,,,,,,,,,,,,,,
675,gos,10/15/18,boobulk,boo,10/17/18,p35,1,11/07/18,y,f,2,,,,,,,,,,,,,,,,
676,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
677,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
678,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
679,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
680,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
681,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
682,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
683,lau,10/11/18,g7ax1a,gos,10/17/18,p35,3,11/07/18,n,f,0,,,,,,,,,,,,,,,,
684,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
685,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
686,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
687,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
688,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
689,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,y,f,1,,,,,,,,,,,,,,,,
690,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,y,f,2,,,,,,,,,,,,,,,,
691,ech,10/15/18,ech27ax31a,ech,10/17/18,p35,4,11/07/18,n,f,0,,,,,,,,,,,,,,,,
